INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
7433,0,0,0,60,0,14,,No,,Yes,M,Masters,Professional,35,Private,"$20,470",10,Van,no,$0,0,No,0,10,Highly Urban/ Urban
7434,0,0,0,53,0,13,"$33,354",No,"$165,408",Yes,z_F,Bachelors,Home Maker,49,Private,"$12,680",6,z_SUV,no,$0,0,No,0,10,z_Highly Rural/ Rural
7436,1,2121,0,32,0,11,"$84,255",No,"$260,802",z_No,M,Masters,Professional,50,Private,"$16,050",1,Minivan,no,"$2,253",1,No,4,20,Highly Urban/ Urban
7437,0,0,0,33,2,11,,No,"$82,928",Yes,M,<High School,z_Blue Collar,36,Commercial,"$8,170",1,Pickup,yes,$0,0,No,0,1,z_Highly Rural/ Rural
7439,0,0,0,53,0,12,"$99,424",No,"$355,608",z_No,z_F,Masters,Lawyer,56,Private,"$17,660",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
7441,0,0,1,47,0,12,"$32,992",No,"$143,769",Yes,M,z_High School,Clerical,18,Private,"$21,130",3,Pickup,no,$0,0,No,0,7,z_Highly Rural/ Rural
7442,0,0,0,37,3,9,"$12,455",Yes,$0,z_No,z_F,<High School,Student,26,Private,"$8,290",7,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural
7443,1,3857,0,39,3,14,"$51,524",Yes,$0,z_No,z_F,<High School,z_Blue Collar,41,Private,"$10,550",4,z_SUV,no,"$8,454",3,No,7,1,Highly Urban/ Urban
7444,0,0,0,45,1,12,"$190,010",No,"$464,792",Yes,M,Masters,,28,Commercial,"$28,010",1,Panel Truck,yes,"$8,334",1,No,1,15,Highly Urban/ Urban
7445,1,6850,0,23,1,10,"$13,991",No,"$117,778",Yes,M,<High School,Clerical,23,Commercial,"$10,960",10,Pickup,yes,$0,0,No,1,7,Highly Urban/ Urban
7446,0,0,0,53,0,11,"$36,273",No,$0,z_No,M,z_High School,Professional,10,Private,"$1,500",19,Minivan,yes,"$3,685",2,No,1,1,Highly Urban/ Urban
7448,0,0,1,60,2,15,"$32,175",Yes,$0,z_No,M,Masters,Manager,5,Private,"$12,500",4,Minivan,yes,"$2,102",1,No,1,16,Highly Urban/ Urban
7450,0,0,0,51,0,,"$100,919",No,$0,z_No,z_F,Bachelors,Professional,34,Private,"$21,890",1,z_SUV,no,"$9,811",2,No,3,1,Highly Urban/ Urban
7451,0,0,0,61,0,7,"$51,428",No,"$242,717",Yes,M,<High School,z_Blue Collar,8,Private,"$7,700",6,Sports Car,yes,"$14,597",1,Yes,4,1,z_Highly Rural/ Rural
7452,1,2285,0,49,0,14,"$115,320",No,"$311,697",Yes,z_F,Masters,Lawyer,44,Private,"$20,540",6,Minivan,no,$0,0,No,3,15,Highly Urban/ Urban
7453,1,779,3,36,3,10,"$60,589",Yes,$0,z_No,z_F,Bachelors,Professional,16,Private,"$11,160",10,z_SUV,no,$0,0,No,2,7,Highly Urban/ Urban
7454,0,0,0,38,0,7,"$2,140",No,"$61,482",z_No,z_F,z_High School,Home Maker,19,Private,"$7,930",4,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
7455,0,0,0,45,0,15,"$120,490",No,"$359,096",Yes,z_F,Masters,Manager,30,Private,"$12,880",1,Sports Car,no,$0,0,No,0,8,Highly Urban/ Urban
7457,0,0,0,53,0,,"$94,786",No,"$331,854",Yes,z_F,Masters,Lawyer,55,Private,"$12,060",1,Minivan,no,"$4,441",1,No,3,11,Highly Urban/ Urban
7458,0,0,1,42,2,13,"$39,080",No,"$126,088",Yes,M,z_High School,Clerical,12,Private,"$9,610",1,Minivan,no,$0,0,No,4,10,z_Highly Rural/ Rural
7459,0,0,0,47,0,12,"$109,013",No,$0,z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,"$17,100",1,z_SUV,no,"$21,266",3,No,0,9,Highly Urban/ Urban
7460,0,0,0,53,0,14,"$62,731",No,"$214,682",Yes,z_F,Masters,Lawyer,20,Private,"$13,070",1,Sports Car,no,$0,0,No,0,,Highly Urban/ Urban
7461,0,0,1,43,1,12,"$71,235",Yes,$0,z_No,M,Bachelors,Professional,36,Commercial,"$5,800",1,Pickup,yes,"$12,424",2,Yes,8,6,Highly Urban/ Urban
7462,1,9605,0,43,0,11,"$45,416",No,"$146,899",Yes,z_F,z_High School,z_Blue Collar,15,Commercial,"$10,340",1,Sports Car,no,$0,0,No,3,6,Highly Urban/ Urban
7463,0,0,0,55,0,15,"$73,014",No,"$295,579",Yes,M,Masters,Professional,5,Private,"$1,500",13,Minivan,no,"$26,544",2,Yes,0,13,z_Highly Rural/ Rural
7465,0,0,0,45,0,11,"$28,207",No,$0,Yes,M,z_High School,Student,43,Commercial,"$9,640",3,Pickup,no,"$10,737",1,No,3,,z_Highly Rural/ Rural
7466,0,0,0,43,0,10,"$13,077",No,$0,z_No,z_F,<High School,Home Maker,22,Private,"$7,110",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
7467,0,0,0,35,2,13,"$90,456",No,,Yes,M,Bachelors,Professional,26,Private,"$10,550",1,Pickup,yes,"$4,223",2,No,8,11,Highly Urban/ Urban
7468,0,0,0,41,2,16,"$82,224",No,"$294,513",Yes,M,<High School,z_Blue Collar,44,Private,"$16,160",4,Minivan,no,"$3,288",3,No,1,5,Highly Urban/ Urban
7469,0,0,0,35,0,12,"$16,287",No,"$105,347",Yes,z_F,z_High School,Clerical,72,Private,"$6,630",7,z_SUV,no,$0,0,No,0,,z_Highly Rural/ Rural
7470,0,0,0,46,0,11,"$37,484",No,"$199,906",z_No,M,Bachelors,z_Blue Collar,12,Private,"$6,100",1,Pickup,no,$0,0,No,1,12,Highly Urban/ Urban
7471,1,6770,0,48,0,12,"$127,253",No,,z_No,M,Masters,Manager,56,Commercial,"$19,030",1,Van,yes,$0,0,Yes,1,20,Highly Urban/ Urban
7472,1,3667,0,38,0,9,"$62,290",No,"$223,013",z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,"$14,640",11,Minivan,no,$0,0,Yes,0,9,Highly Urban/ Urban
7473,0,0,0,51,0,5,"$83,967",No,"$215,941",Yes,M,Bachelors,Professional,55,Private,"$19,420",9,Minivan,no,"$2,476",3,No,5,6,Highly Urban/ Urban
7474,0,0,0,52,0,11,"$96,339",No,"$321,111",Yes,M,Bachelors,Manager,20,Private,"$11,130",1,Minivan,no,$0,0,No,1,12,Highly Urban/ Urban
7475,0,0,0,55,0,,,No,,z_No,z_F,PhD,Home Maker,48,Private,"$23,060",11,z_SUV,no,"$7,052",2,No,3,7,Highly Urban/ Urban
7476,1,8138,0,34,3,0,$0,Yes,$0,z_No,M,z_High School,Student,44,Commercial,"$31,810",6,Panel Truck,yes,"$1,157",3,No,0,1,Highly Urban/ Urban
7477,0,0,0,29,4,16,$687,No,$0,Yes,z_F,<High School,Student,52,Private,"$13,720",6,Minivan,no,$0,0,No,0,8,Highly Urban/ Urban
7479,0,0,0,35,3,4,"$112,952",Yes,"$309,305",z_No,z_F,Masters,Lawyer,34,Private,"$19,700",1,z_SUV,no,$0,0,No,1,19,Highly Urban/ Urban
7482,1,5759,0,38,0,13,"$23,711",No,$0,z_No,M,z_High School,Clerical,24,Private,"$7,670",10,Pickup,yes,"$3,158",3,No,5,9,Highly Urban/ Urban
7485,0,0,0,41,0,11,"$51,765",No,"$195,292",z_No,z_F,z_High School,Professional,40,Private,"$5,600",12,z_SUV,no,"$5,259",1,No,5,1,Highly Urban/ Urban
7486,0,0,0,26,1,7,"$21,826",No,"$114,769",Yes,z_F,z_High School,Clerical,64,Private,"$3,680",6,z_SUV,no,"$18,428",1,Yes,5,9,z_Highly Rural/ Rural
7487,0,0,0,49,0,0,$0,No,"$111,773",Yes,z_F,Masters,Home Maker,29,Private,"$6,400",9,z_SUV,no,$0,0,No,0,19,Highly Urban/ Urban
7488,1,5831,0,36,1,10,"$75,263",Yes,"$207,877",z_No,z_F,Bachelors,Clerical,45,Private,"$16,560",1,z_SUV,no,$0,0,Yes,3,12,Highly Urban/ Urban
7489,0,0,0,32,0,,"$92,192",No,$0,z_No,M,PhD,,15,Commercial,"$18,160",10,Van,yes,"$5,432",5,No,4,17,Highly Urban/ Urban
7490,0,0,0,34,1,10,"$21,868",No,"$74,301",Yes,z_F,z_High School,Clerical,42,Private,"$9,030",1,Minivan,no,$0,0,No,0,5,Highly Urban/ Urban
7492,0,0,0,46,0,7,"$4,034",No,,Yes,z_F,z_High School,Student,40,Commercial,"$8,470",4,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
7493,0,0,0,62,0,13,"$25,407",No,"$151,032",Yes,M,z_High School,Clerical,13,Private,"$12,930",4,Sports Car,no,$0,0,No,1,4,Highly Urban/ Urban
7495,1,4136,1,43,2,10,"$41,796",Yes,$0,z_No,z_F,z_High School,Clerical,20,Private,"$17,750",10,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
7496,0,0,0,21,2,13,"$1,114",No,$0,Yes,z_F,<High School,Student,134,Private,"$1,500",11,Sports Car,yes,$0,0,No,3,4,z_Highly Rural/ Rural
7497,0,0,0,43,0,0,$0,No,"$92,216",Yes,M,z_High School,Home Maker,55,Commercial,"$5,800",3,Pickup,no,"$4,171",4,No,7,1,z_Highly Rural/ Rural
7498,0,0,0,46,0,0,$0,No,$0,Yes,z_F,<High School,Student,57,Private,"$6,420",4,z_SUV,no,$0,0,No,0,6,z_Highly Rural/ Rural
7499,1,360.5589798,0,48,0,0,$0,No,,z_No,z_F,Masters,Home Maker,37,Private,"$6,300",6,Sports Car,no,"$2,460",1,No,3,12,Highly Urban/ Urban
7500,1,12632.539835,1,43,2,15,"$59,346",Yes,$0,z_No,z_F,Bachelors,Professional,29,Private,"$8,090",1,Sports Car,no,"$5,037",3,No,6,16,Highly Urban/ Urban
7502,1,23642.00358,0,36,0,11,$158,No,$0,Yes,M,z_High School,Student,33,Commercial,"$9,850",1,Pickup,yes,$0,0,No,3,,Highly Urban/ Urban
7504,1,4797,0,53,0,12,"$25,972",No,"$97,541",Yes,z_F,z_High School,Clerical,21,Private,"$10,860",1,z_SUV,no,"$2,457",2,No,4,6,Highly Urban/ Urban
7505,0,0,0,51,0,10,"$117,791",No,"$343,849",z_No,M,PhD,,18,Private,"$19,730",4,Van,yes,$0,0,No,2,,Highly Urban/ Urban
7506,0,0,0,46,0,8,"$23,655",No,"$190,550",Yes,M,<High School,z_Blue Collar,40,Private,"$8,470",13,Pickup,yes,$0,0,No,0,7,Highly Urban/ Urban
7507,1,1750.8416096,2,44,2,11,"$104,682",Yes,$0,z_No,z_F,Bachelors,Manager,38,Private,"$25,950",7,Minivan,no,"$8,543",2,No,8,7,Highly Urban/ Urban
7508,0,0,1,38,2,,"$74,378",No,"$232,956",Yes,M,Bachelors,Professional,23,Private,"$19,590",1,Minivan,no,$0,0,No,1,6,z_Highly Rural/ Rural
7510,0,0,0,27,3,13,"$55,877",No,"$169,598",Yes,M,z_High School,Clerical,41,Private,"$9,400",11,Minivan,yes,$0,0,No,0,6,Highly Urban/ Urban
7511,1,840,0,60,0,12,"$77,658",No,"$272,962",Yes,z_F,Masters,Lawyer,64,Private,"$15,270",7,z_SUV,no,"$7,705",1,No,7,18,Highly Urban/ Urban
7512,1,3658.8092669,0,40,0,11,"$62,849",No,"$225,934",Yes,z_F,Bachelors,Professional,41,Private,"$11,780",1,Sports Car,no,$0,0,No,3,8,Highly Urban/ Urban
7513,0,0,0,39,2,13,"$15,098",No,"$140,954",Yes,z_F,<High School,z_Blue Collar,32,Private,"$5,400",6,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural
7514,0,0,0,50,0,13,"$172,109",No,"$439,996",Yes,z_F,PhD,Home Maker,50,Private,"$23,710",3,Pickup,no,"$7,348",2,No,0,9,Highly Urban/ Urban
7515,1,3425,0,37,0,8,"$30,848",No,"$160,731",Yes,M,<High School,z_Blue Collar,25,Commercial,"$31,500",1,Minivan,no,"$7,957",1,No,3,10,z_Highly Rural/ Rural
7516,1,19807.306567,0,50,0,12,"$67,399",No,"$266,563",z_No,M,z_High School,z_Blue Collar,49,Commercial,"$19,240",3,Van,yes,"$44,641",2,Yes,4,1,Highly Urban/ Urban
7520,0,0,0,39,0,11,"$63,542",No,"$232,154",Yes,M,Bachelors,Professional,51,Private,"$7,240",3,Minivan,no,$0,0,No,3,10,z_Highly Rural/ Rural
7523,0,0,0,43,1,14,"$79,568",No,"$227,743",Yes,z_F,<High School,z_Blue Collar,81,Private,"$23,490",9,Minivan,no,$0,0,No,4,6,Highly Urban/ Urban
7524,1,3353,0,40,2,13,,No,"$280,943",Yes,M,PhD,,33,Commercial,"$26,040",10,Panel Truck,yes,$0,0,No,0,13,Highly Urban/ Urban
7525,0,0,0,49,0,11,"$95,152",No,,z_No,M,Masters,Manager,13,Commercial,"$24,000",17,Panel Truck,yes,$0,0,No,0,10,Highly Urban/ Urban
7526,0,0,0,33,2,10,"$59,473",No,"$203,200",Yes,z_F,z_High School,Clerical,23,Private,"$10,750",1,z_SUV,no,"$5,676",2,No,4,9,Highly Urban/ Urban
7527,1,4093,0,34,1,11,"$98,273",Yes,"$295,335",z_No,M,Masters,,22,Commercial,"$28,190",4,Panel Truck,yes,$0,0,No,1,11,Highly Urban/ Urban
7528,0,0,1,42,1,13,"$25,860",No,"$102,425",Yes,z_F,z_High School,Clerical,54,Private,"$7,140",1,z_SUV,no,"$6,983",2,No,5,9,Highly Urban/ Urban
7529,1,9769.4517924,0,34,3,15,"$26,777",Yes,$0,z_No,z_F,z_High School,Clerical,5,Private,"$4,900",3,Sports Car,no,"$1,620",1,No,7,6,Highly Urban/ Urban
7530,1,3489,0,36,2,11,"$93,067",Yes,$0,z_No,M,Bachelors,Student,51,Commercial,"$10,810",1,Pickup,yes,$0,0,No,2,,Highly Urban/ Urban
7531,1,31857.743671,1,39,2,8,"$15,790",Yes,$0,z_No,z_F,PhD,Lawyer,24,Private,"$23,970",1,z_SUV,no,"$1,849",2,Yes,5,8,Highly Urban/ Urban
7532,0,0,0,49,0,14,"$139,423",No,"$370,415",Yes,M,PhD,,28,Commercial,"$27,600",6,Panel Truck,yes,$0,0,No,0,,Highly Urban/ Urban
7533,0,0,0,40,0,10,"$36,867",No,"$138,277",Yes,M,<High School,z_Blue Collar,56,Private,"$10,620",1,Pickup,no,$0,0,No,0,7,Highly Urban/ Urban
7534,1,1875,0,30,1,13,"$20,631",No,"$110,165",Yes,M,z_High School,Clerical,45,Private,"$4,630",3,Minivan,no,$0,0,Yes,0,4,z_Highly Rural/ Rural
7535,0,0,0,52,0,13,"$59,496",No,"$214,626",Yes,z_F,Bachelors,Professional,17,Private,"$14,070",10,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban
7537,0,0,0,35,0,9,"$19,639",No,$0,z_No,z_F,z_High School,Clerical,45,Private,"$20,860",4,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
7538,0,0,0,49,0,15,"$23,672",No,"$98,437",Yes,z_F,z_High School,Clerical,68,Private,"$21,530",4,Minivan,no,$0,0,No,4,4,z_Highly Rural/ Rural
7540,0,0,0,50,0,13,,No,"$130,264",Yes,M,Bachelors,Manager,46,Commercial,"$9,200",1,Pickup,yes,$0,0,No,0,6,Highly Urban/ Urban
7541,0,0,0,53,0,,"$20,741",No,"$134,822",Yes,z_F,PhD,Home Maker,57,Private,"$13,130",7,z_SUV,no,$0,0,No,2,17,z_Highly Rural/ Rural
7542,1,3226,0,49,0,13,"$48,983",No,"$190,088",Yes,M,PhD,,38,Commercial,"$11,010",1,Pickup,no,"$3,767",2,No,0,12,Highly Urban/ Urban
7543,0,0,0,54,0,,"$37,424",No,"$155,505",Yes,M,z_High School,z_Blue Collar,24,Private,"$6,900",10,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
7544,0,0,1,40,2,,"$18,631",No,,Yes,z_F,z_High School,Student,19,Commercial,"$14,400",7,z_SUV,no,"$26,940",2,No,3,1,Highly Urban/ Urban
7545,0,0,0,52,0,12,"$78,609",No,"$281,358",z_No,M,Bachelors,Professional,37,Private,"$17,520",4,Van,yes,$0,0,No,0,11,z_Highly Rural/ Rural
7546,1,1139,0,40,0,10,"$59,566",No,"$207,187",z_No,z_F,z_High School,z_Blue Collar,15,Commercial,"$8,260",13,z_SUV,no,$0,0,No,1,5,Highly Urban/ Urban
7548,0,0,0,49,0,14,"$73,568",No,,Yes,z_F,Bachelors,Manager,17,Private,"$24,300",1,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
7550,0,0,0,47,0,14,"$50,542",No,"$234,379",Yes,M,Bachelors,Professional,52,Private,"$12,340",1,Minivan,no,"$11,471",2,No,0,8,Highly Urban/ Urban
7551,1,1030,2,45,2,,"$48,124",Yes,"$226,555",z_No,z_F,z_High School,Professional,26,Private,"$10,810",1,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
7553,0,0,1,47,1,12,"$172,091",No,"$374,376",Yes,M,PhD,Manager,5,Commercial,"$23,410",6,Panel Truck,yes,$0,0,No,0,16,Highly Urban/ Urban
7555,0,0,0,44,0,11,"$92,582",No,$0,z_No,z_F,Masters,Manager,27,Private,"$15,160",6,z_SUV,no,"$7,939",1,No,3,11,Highly Urban/ Urban
7557,0,0,0,49,0,9,"$52,652",No,"$190,470",Yes,M,z_High School,Clerical,13,Private,"$10,110",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
7558,1,5792,0,39,1,7,"$55,123",No,,Yes,M,z_High School,z_Blue Collar,22,Commercial,"$20,580",11,Van,no,$0,0,No,0,5,Highly Urban/ Urban
7559,1,2327,0,46,0,0,,No,$0,z_No,z_F,z_High School,Student,43,Commercial,"$8,110",10,z_SUV,no,$0,0,No,0,8,Highly Urban/ Urban
7560,0,0,0,51,0,10,"$83,235",No,$0,z_No,M,Masters,Manager,10,Commercial,"$30,400",3,Panel Truck,yes,$0,0,No,0,11,Highly Urban/ Urban
7561,0,0,0,30,4,11,"$77,207",Yes,"$318,565",z_No,z_F,Bachelors,z_Blue Collar,34,Commercial,"$21,160",10,z_SUV,no,"$35,118",1,Yes,2,11,Highly Urban/ Urban
7562,1,5337.9537385,0,52,0,13,"$23,714",No,"$121,354",Yes,M,<High School,z_Blue Collar,59,Commercial,"$9,070",1,Pickup,yes,$0,0,No,3,8,Highly Urban/ Urban
7563,0,0,0,44,3,12,"$118,032",No,"$337,904",Yes,M,Bachelors,Professional,23,Private,"$5,900",1,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural
7565,0,0,1,44,1,14,"$19,751",No,,Yes,M,z_High School,Clerical,26,Commercial,"$8,260",1,Pickup,no,$0,0,Yes,2,5,z_Highly Rural/ Rural
7567,1,2576,0,25,4,11,"$49,576",Yes,"$160,042",z_No,z_F,Masters,Manager,5,Private,"$6,460",6,z_SUV,no,"$3,862",2,No,1,16,Highly Urban/ Urban
7568,0,0,0,52,0,,"$31,701",No,,Yes,z_F,<High School,z_Blue Collar,25,Commercial,"$18,690",9,Minivan,no,$0,0,No,0,9,z_Highly Rural/ Rural
7569,0,0,0,49,0,15,"$107,375",No,"$332,673",Yes,z_F,Bachelors,Professional,12,Private,"$18,390",7,Minivan,no,$0,0,No,1,,Highly Urban/ Urban
7573,0,0,0,36,0,10,"$95,525",No,"$264,584",Yes,M,Bachelors,Manager,19,Commercial,"$5,100",9,Pickup,yes,"$2,665",3,No,0,9,Highly Urban/ Urban
7574,0,0,0,39,1,14,"$55,799",No,"$187,099",Yes,z_F,<High School,z_Blue Collar,19,Private,"$13,550",4,z_SUV,no,$0,0,No,0,5,z_Highly Rural/ Rural
7576,0,0,0,50,0,8,"$37,803",No,"$158,257",Yes,M,z_High School,z_Blue Collar,18,Commercial,"$16,550",11,Van,yes,$0,0,No,0,1,Highly Urban/ Urban
7577,0,0,0,48,0,14,"$92,496",No,"$296,957",Yes,z_F,Masters,Lawyer,33,Private,"$18,910",6,z_SUV,no,$0,0,No,2,16,Highly Urban/ Urban
7578,1,1985,0,36,0,9,"$64,947",No,$0,z_No,z_F,z_High School,z_Blue Collar,26,Commercial,"$34,920",1,Minivan,no,$0,0,Yes,0,1,Highly Urban/ Urban
7579,1,4130,0,26,1,11,"$42,687",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,35,Commercial,"$17,200",1,Minivan,no,$0,0,No,6,1,Highly Urban/ Urban
7580,1,4665,0,41,0,9,"$74,706",No,$0,z_No,M,Bachelors,Professional,31,Commercial,"$26,530",1,Panel Truck,yes,"$2,884",1,No,8,8,Highly Urban/ Urban
7581,0,0,0,50,0,9,"$14,588",No,$0,z_No,z_F,Bachelors,Clerical,35,Private,"$13,280",4,z_SUV,no,$0,0,No,5,12,z_Highly Rural/ Rural
7582,0,0,0,53,0,0,$0,No,$0,z_No,M,PhD,Doctor,35,Private,"$13,870",1,Minivan,yes,$0,0,No,2,14,Highly Urban/ Urban
7583,0,0,0,51,0,11,"$102,099",No,"$305,769",z_No,z_F,Bachelors,Manager,27,Private,"$11,710",5,z_SUV,no,$0,0,No,1,12,Highly Urban/ Urban
7584,0,0,0,32,2,13,"$74,702",No,"$183,767",Yes,z_F,<High School,z_Blue Collar,5,Private,"$18,820",12,Minivan,no,"$8,985",2,No,2,1,Highly Urban/ Urban
7585,0,0,0,48,0,17,"$23,080",No,"$139,852",Yes,M,z_High School,Professional,28,Private,"$8,610",6,Pickup,no,$0,0,No,0,7,Highly Urban/ Urban
7587,1,3381,0,42,2,14,"$55,328",Yes,$0,z_No,M,z_High School,z_Blue Collar,32,Commercial,"$11,230",7,Minivan,no,"$7,607",4,No,2,10,Highly Urban/ Urban
7588,0,0,0,65,0,16,"$24,274",No,"$211,649",Yes,z_F,z_High School,Clerical,42,Private,"$10,770",1,Sports Car,no,"$1,235",2,No,1,12,z_Highly Rural/ Rural
7591,0,0,0,44,0,11,"$32,812",No,,Yes,M,<High School,z_Blue Collar,39,Private,"$9,180",1,Pickup,yes,$0,0,No,0,5,Highly Urban/ Urban
7592,0,0,0,58,0,11,"$178,147",No,$0,z_No,M,Masters,Lawyer,39,Private,"$1,500",10,Minivan,no,$0,0,No,0,17,Highly Urban/ Urban
7593,0,0,0,66,0,15,"$35,095",No,"$200,581",Yes,M,Bachelors,Manager,40,Private,"$25,280",6,Pickup,no,"$2,596",2,No,2,17,Highly Urban/ Urban
7594,0,0,0,47,0,8,"$84,850",No,"$256,828",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$23,840",17,Pickup,no,$0,0,Yes,0,6,Highly Urban/ Urban
7595,0,0,0,53,0,15,"$72,403",No,"$247,537",z_No,M,Masters,Manager,14,Private,"$24,140",7,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban
7596,1,5238,0,45,0,13,"$8,234",No,$0,Yes,M,<High School,Student,12,Private,"$1,650",1,Minivan,no,$0,0,Yes,3,,Highly Urban/ Urban
7598,0,0,0,44,0,9,"$92,022",No,"$232,327",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$19,090",13,Van,yes,$0,0,No,2,6,z_Highly Rural/ Rural
7599,1,3543.5246131,0,26,2,12,"$41,746",Yes,$0,z_No,M,z_High School,Manager,41,Commercial,"$8,270",10,Pickup,no,"$6,081",4,No,0,1,Highly Urban/ Urban
7600,0,0,0,39,1,12,"$80,186",Yes,$0,z_No,z_F,Bachelors,Professional,19,Private,"$14,020",1,Minivan,no,"$6,642",1,No,2,14,Highly Urban/ Urban
7601,1,2573,0,62,0,12,"$23,264",No,"$205,740",Yes,M,z_High School,Professional,24,Private,"$19,120",3,Sports Car,yes,"$2,136",3,No,3,1,Highly Urban/ Urban
7603,0,0,0,31,2,12,"$112,632",No,"$298,529",Yes,M,z_High School,Professional,57,Private,"$16,550",6,Van,yes,$0,0,No,0,1,z_Highly Rural/ Rural
7606,0,0,0,46,0,12,"$30,263",No,"$131,414",Yes,M,z_High School,Clerical,35,Private,"$21,640",10,Van,yes,$0,0,No,0,4,z_Highly Rural/ Rural
7607,0,0,0,52,0,16,"$56,482",No,"$213,726",Yes,M,z_High School,z_Blue Collar,31,Commercial,"$18,390",10,Minivan,yes,"$2,067",3,No,3,9,Highly Urban/ Urban
7608,0,0,0,42,1,13,"$126,762",Yes,$0,z_No,z_F,PhD,Doctor,54,Private,"$18,380",10,z_SUV,no,"$5,279",3,No,0,13,Highly Urban/ Urban
7609,0,0,0,46,0,10,"$70,191",No,"$218,831",Yes,M,Bachelors,Manager,30,Private,"$31,500",4,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
7610,0,0,0,55,0,7,"$41,952",No,"$197,932",Yes,M,z_High School,z_Blue Collar,56,Commercial,"$11,200",3,Pickup,no,"$2,085",2,No,2,10,Highly Urban/ Urban
7611,0,0,0,57,0,14,"$49,564",No,"$195,914",Yes,z_F,Bachelors,Clerical,12,Private,"$11,530",10,z_SUV,no,"$38,084",1,Yes,6,13,Highly Urban/ Urban
7613,0,0,0,59,0,14,"$28,100",No,"$116,034",Yes,z_F,z_High School,Clerical,71,Private,"$7,400",1,z_SUV,no,"$2,319",2,No,0,10,z_Highly Rural/ Rural
7614,0,0,0,55,0,13,"$108,409",No,"$307,730",Yes,M,Bachelors,z_Blue Collar,56,Private,"$20,260",10,Minivan,no,$0,0,No,3,10,Highly Urban/ Urban
7616,1,2124,1,36,2,12,"$95,942",Yes,$0,z_No,z_F,Masters,Manager,46,Private,"$14,690",4,z_SUV,no,"$17,070",2,Yes,6,19,Highly Urban/ Urban
7618,1,1651,0,58,0,14,"$2,724",No,$0,z_No,z_F,<High School,Student,53,Private,"$15,220",6,z_SUV,no,"$20,511",1,Yes,0,1,Highly Urban/ Urban
7619,0,0,0,50,0,1,"$76,489",No,"$259,139",Yes,z_F,Masters,Lawyer,33,Private,"$14,150",1,z_SUV,no,$0,0,No,4,13,Highly Urban/ Urban
7620,0,0,0,55,0,12,"$107,264",No,$0,z_No,M,Masters,Manager,56,Commercial,"$7,000",10,Pickup,yes,"$5,191",2,No,6,13,Highly Urban/ Urban
7621,0,0,0,37,0,11,"$16,251",No,$0,z_No,M,z_High School,Student,19,Private,"$6,830",6,Pickup,yes,$0,0,No,1,7,z_Highly Rural/ Rural
7622,0,0,0,45,0,7,"$31,127",No,,Yes,z_F,Bachelors,z_Blue Collar,36,Commercial,"$25,860",6,Sports Car,no,$0,0,No,0,9,Highly Urban/ Urban
7623,0,0,0,46,0,14,"$50,759",No,$0,z_No,z_F,Bachelors,Manager,30,Private,"$11,180",1,z_SUV,no,$0,0,No,0,3,Highly Urban/ Urban
7625,0,0,0,36,0,11,"$37,869",No,"$160,542",Yes,z_F,Bachelors,Clerical,13,Private,"$8,890",4,z_SUV,no,$0,0,No,1,7,Highly Urban/ Urban
7626,0,0,0,66,2,0,$0,No,"$148,288",Yes,z_F,PhD,Home Maker,45,Private,"$22,240",1,Sports Car,no,$0,0,No,0,10,Highly Urban/ Urban
7627,0,0,0,54,0,14,"$54,439",No,"$199,224",Yes,M,Bachelors,Professional,18,Commercial,"$22,900",10,Panel Truck,yes,$0,0,No,0,11,Highly Urban/ Urban
7628,0,0,0,50,0,6,"$67,488",No,"$206,632",Yes,M,Bachelors,Manager,52,Private,"$17,000",6,Minivan,no,$0,0,No,2,6,Highly Urban/ Urban
7629,0,0,0,63,0,16,"$141,953",No,"$377,925",Yes,M,PhD,,35,Commercial,"$29,630",1,Pickup,yes,"$38,930",1,Yes,1,9,Highly Urban/ Urban
