INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP
1309,86,1436,222,27,129,538,952,141,65,,1436,129,538,952,130,123
1310,93,1366,191,29,108,583,957,126,68,,1366,108,583,957,123,126
1311,63,1333,201,34,72,503,899,142,78,,1333,72,503,899,173,136
1312,81,1458,234,28,130,492,937,126,61,,1458,130,492,937,132,141
1313,82,1499,227,41,163,520,976,105,53,,2130,232,739,1387,125,148
1315,90,1396,215,33,150,516,1190,124,40,,1396,150,516,1190,125,143
1316,88,1488,242,33,174,498,1079,131,64,,1488,174,498,1079,116,104
1317,83,1374,209,27,159,447,1056,137,53,,1374,159,447,1056,134,154
1318,77,1480,253,23,187,594,1030,167,68,,1480,187,594,1030,137,134
1319,86,1408,265,28,211,668,1083,95,42,51,1408,211,668,1083,135,151
1320,86,1399,264,27,206,519,1062,89,42,56,1399,206,519,1062,116,138
1321,92,1464,286,29,155,428,940,96,37,53,1464,155,428,940,90,134
1322,85,1328,260,25,124,407,985,80,36,72,1328,124,407,985,119,164
1324,71,1374,284,21,149,541,1094,58,35,67,1374,149,541,1094,106,141
1325,88,1552,307,58,153,601,959,128,49,51,1552,153,601,959,115,174
1326,74,1573,167,34,15,59,241,,,,3861,37,145,592,972,108
1327,95,1779,203,97,24,157,378,,,,4803,65,424,1021,721,100
1329,87,1488,190,107,23,234,509,,,,2485,38,391,850,787,
1330,102,1506,228,104,26,219,612,,,,2259,39,329,918,639,
1331,77,1426,182,120,27,220,648,,,,2063,39,318,937,665,
1332,79,1541,217,105,24,488,665,241,,,1836,29,581,792,706,
1333,91,1691,231,117,32,519,424,555,,,2014,38,618,505,684,
1334,58,1412,220,80,17,386,725,382,,,1694,20,463,870,731,
1335,32,1466,200,88,26,376,612,238,,,1721,31,441,718,686,
1336,108,1608,191,80,18,503,565,419,,,1973,22,617,693,466,
1337,64,1475,154,82,20,524,559,272,,,1744,24,620,661,542,
1338,67,1287,142,65,19,461,541,293,,,1372,20,491,577,500,
1339,65,1536,229,95,25,629,397,263,,,1991,32,815,515,425,
1340,45,1503,216,110,52,436,454,270,,,1873,65,543,566,533,
1341,43,1632,211,90,42,428,399,193,,,2018,52,529,493,590,
1342,47,1480,176,99,46,459,528,241,,,1830,57,568,653,587,
1343,65,1492,199,87,50,461,565,243,,,1859,62,574,704,492,
1344,75,1490,161,76,34,402,460,252,,,1599,36,431,494,410,
1345,80,1582,205,72,43,465,400,248,,,1686,46,496,426,407,
1346,34,2059,209,54,7,34,81,34,20,,13898,47,230,547,1512,
1347,0,891,135,0,0,0,0,0,0,,24057,0,0,0,1890,
1348,64,1276,179,27,125,626,1015,167,59,,1276,125,626,1015,167,149
1349,65,1305,202,24,126,592,985,91,73,,1305,126,592,985,136,142
1350,69,1195,161,23,105,546,930,83,53,,1202,106,549,936,139,153
1351,68,1250,173,23,91,490,901,66,59,,1298,95,509,936,144,151
1352,74,1399,229,40,145,563,977,110,66,,1399,145,563,977,145,167
1354,68,1343,242,34,146,553,922,65,64,,1343,146,553,922,180,162
1355,66,1334,171,38,89,514,915,62,61,,1342,90,517,921,153,161
1356,67,1425,255,46,125,443,862,85,67,,1425,125,443,862,139,165
1357,93,1530,265,38,173,520,805,95,53,,1530,173,520,805,150,144
1358,96,1562,293,41,186,552,750,101,53,,1572,187,555,755,128,154
1359,86,1555,298,36,203,455,745,131,56,,1555,203,455,745,147,189
1360,92,1428,257,30,143,446,685,58,54,,2122,213,663,1018,117,201
1361,95,1599,277,41,216,484,714,84,52,,1599,216,484,714,125,185
1362,87,1556,281,57,132,475,665,101,49,,1556,132,475,665,113,162
1364,71,1476,252,44,102,465,751,69,34,,1485,103,468,756,143,154
1365,77,1402,257,38,128,533,992,101,50,,1411,129,536,998,147,147
1366,91,1552,272,46,163,598,1040,176,74,,1552,163,598,1040,145,155
1367,87,1409,258,26,113,439,911,159,55,,1409,113,439,911,120,146
1368,81,1415,235,32,126,455,791,165,62,,1415,126,455,791,155,164
1369,74,1408,247,36,128,519,821,164,72,,1408,128,519,821,149,152
1370,83,1523,247,53,116,556,802,106,68,,1523,116,556,802,118,176
1373,75,1472,335,30,139,587,958,83,52,,2074,196,827,1350,120,183
1374,73,1495,280,47,144,565,900,118,45,,1682,162,636,1013,118,209
1375,80,1578,304,40,178,624,986,101,48,,1578,178,624,986,134,180
1376,78,1424,296,27,136,497,973,104,55,,1433,137,500,979,126,172
1377,74,1439,266,17,152,532,1039,81,59,,1439,152,532,1039,110,192
1378,74,1533,301,30,166,662,1072,82,33,,1543,167,666,1079,128,143
1379,73,1366,297,25,177,620,1245,72,44,61,1366,177,620,1245,118,187
1380,68,1378,273,30,209,488,1399,66,36,72,1378,209,488,1399,103,156
1381,56,1369,269,29,139,500,1125,94,50,55,1369,139,500,1125,103,154
1382,68,1423,266,24,196,547,1221,99,39,71,1423,196,547,1221,114,142
1383,67,1366,297,32,136,543,1320,139,40,68,1374,137,546,1328,118,133
1384,81,1413,327,19,175,531,1162,79,34,73,1413,175,531,1162,119,139
1385,75,1400,301,20,180,502,1233,71,37,82,1400,180,502,1233,117,126
1386,74,1562,233,101,40,434,414,155,,,1903,49,529,504,393,118
1387,73,1594,312,79,56,392,353,144,,,1899,67,467,420,376,83
1388,51,1261,203,85,20,304,547,155,,,1491,24,359,647,310,102
1390,69,1203,207,73,24,320,,181,,,1291,26,343,,342,82
1391,59,1274,156,70,28,330,,252,,,1376,30,356,,295,84
1392,53,1334,144,62,13,418,,239,,,1431,14,448,,332,74
1394,45,1185,159,44,10,342,,145,,,1263,11,365,,298,107
1395,71,1261,156,49,10,482,,206,,,1353,11,517,,283,106
1396,67,1376,167,57,17,490,,226,,,1447,18,515,,322,95
1397,97,1383,215,92,21,503,,292,,,1474,22,536,,317,98
1398,95,1348,164,85,20,463,626,302,,,1418,21,487,659,276,128
1399,85,1310,185,85,19,494,673,231,171,,1378,20,520,708,265,122
1400,90,1297,161,84,13,485,573,197,112,,1373,14,514,607,244,107
1401,80,1311,180,64,13,566,632,196,,,1388,14,599,669,246,126
1402,78,1311,183,74,4,529,608,176,,,1388,4,560,644,266,134
1403,91,1448,197,62,5,476,457,173,,,1833,6,602,578,286,120
1404,65,1433,205,73,28,481,591,164,,,1658,32,557,684,263,100
1405,72,1626,248,86,38,461,579,172,122,,1733,41,491,617,247,101
1406,85,1554,254,102,44,489,500,118,70,,1645,47,518,529,248,162
1407,73,1467,241,80,47,482,465,99,57,,1543,49,507,489,211,169
1408,79,1520,237,98,28,563,474,108,71,,1609,30,596,502,226,193
1409,97,1639,268,93,23,540,412,121,92,,1724,24,568,433,180,157
1410,103,1692,269,76,60,572,458,144,94,,1815,64,614,491,185,178
1411,87,1647,264,105,46,599,399,132,96,,1779,50,647,431,199,139
1412,89,1629,282,92,31,524,378,140,55,,1714,33,551,398,204,131
1413,79,1588,291,98,42,506,410,116,62,,1670,44,532,431,189,154
1414,76,1540,260,70,51,593,426,92,65,,1641,54,632,454,204,166
1415,99,1704,316,103,60,565,461,106,70,,1793,63,594,485,163,158
1416,97,1670,324,98,52,506,483,76,67,,1757,55,532,508,149,156
1417,98,1646,319,105,64,531,465,74,49,,1732,67,559,489,131,165
1418,106,1690,299,92,64,574,421,69,53,,1801,68,612,449,142,159
1419,70,1611,296,75,54,608,476,50,45,,1717,58,648,507,172,178
1420,71,1685,270,101,34,631,430,57,39,,1784,36,668,455,181,197
1422,77,1651,259,89,50,626,533,65,37,,1748,53,663,564,180,192
1423,80,1719,298,77,91,615,407,70,40,,1844,98,660,437,192,192
1424,69,1581,265,84,47,583,490,100,50,,1685,50,621,522,218,178
1425,67,1528,280,70,55,492,530,99,42,,1607,58,518,558,202,175
1426,74,1580,270,84,55,494,513,83,38,,1662,58,520,540,198,178
1427,67,1463,240,53,43,623,575,105,31,,1570,46,668,617,238,143
1428,89,1406,259,53,50,641,613,150,58,,1489,53,679,649,190,154
1429,67,1458,196,44,35,494,502,134,62,,1534,37,520,528,229,164
1430,92,1446,207,66,28,573,514,116,68,,1521,29,603,541,193,130
1432,67,1298,196,50,44,552,562,56,54,,1365,46,581,591,149,159
1433,59,1318,215,79,33,601,606,80,51,,1396,35,636,642,163,152
1434,53,1399,218,43,85,624,521,48,35,,1472,89,656,548,169,177
1435,70,1436,200,56,80,706,637,44,26,,1511,84,743,670,176,190
1436,65,1472,255,47,57,589,542,47,40,,1548,60,620,570,168,156
1438,81,1443,245,56,74,635,644,69,38,,1538,79,677,686,128,184
1439,69,1359,198,73,85,642,756,39,22,,1430,89,675,795,144,181
1440,56,1343,187,57,84,566,688,26,34,,1413,88,595,724,162,179
1441,62,1370,208,65,118,726,923,39,36,,1441,124,764,971,177,182
1443,64,1304,169,40,127,502,790,23,43,,1372,134,528,831,124,171
1444,66,1268,182,34,171,544,927,54,36,,1334,180,572,975,170,147
1445,77,1350,216,45,155,614,929,55,45,,1420,163,646,977,174,167
1446,71,1370,218,41,169,604,851,48,44,,1387,171,612,862,176,152
1447,91,1445,215,39,185,649,823,33,20,,1445,185,649,823,129,173
1448,92,1417,224,35,226,550,918,32,14,,1426,227,553,924,145,141
1449,79,1413,227,46,221,553,1019,46,22,,1413,221,553,1019,145,131
1451,89,1341,219,33,144,513,844,67,42,,1341,144,513,844,139,118
1452,91,1309,216,48,131,512,976,55,37,,1309,131,512,976,132,123
1453,79,1274,207,41,105,445,966,98,54,,1274,105,445,966,170,117
1454,97,1520,246,32,163,599,906,115,70,,1520,163,599,906,150,177
1455,98,1438,230,41,153,501,905,57,52,,1438,153,501,905,123,130
1456,75,1424,199,31,117,518,857,67,45,,1442,118,524,868,118,136
1457,81,1343,191,33,98,503,952,56,43,,1413,103,529,1001,167,140
1458,81,1521,240,44,120,598,954,87,46,,1521,120,598,954,139,147
1459,82,1530,190,37,111,520,791,74,45,,1530,111,520,791,151,164
1460,77,1525,219,29,123,574,760,83,49,,1554,125,585,774,172,150
1461,85,1526,222,51,81,550,714,146,75,,1526,81,550,714,172,182
1462,85,1598,275,60,124,566,759,106,65,,1608,125,570,764,145,185
1465,77,1477,254,46,100,439,707,62,46,,1486,101,442,711,147,193
1466,61,1314,218,54,70,409,739,51,40,,1953,104,608,1098,138,153
1467,60,1427,234,44,148,474,887,38,33,,1427,148,474,887,105,162
1468,70,1463,280,41,141,467,802,44,29,,1463,141,467,802,118,170
1469,81,1473,259,33,114,437,735,39,30,,1473,114,437,735,120,134
1472,85,1422,258,35,196,523,898,113,65,,1422,196,523,898,98,147
1473,91,1508,294,31,151,528,832,107,63,,1508,151,528,832,83,155
1474,80,1542,278,35,117,478,743,111,53,,1542,117,478,743,107,141
1475,74,1458,281,39,100,445,749,96,53,,1458,100,445,749,101,161
1476,95,1557,270,42,140,526,747,107,68,,1557,140,526,747,94,161
1477,90,1544,275,27,104,527,834,123,74,,1544,104,527,834,94,155
1478,71,1480,261,27,121,493,850,83,59,,1480,121,493,850,100,160
1479,76,1566,343,33,148,515,910,135,43,,2245,212,738,1305,108,142
1480,63,1573,304,38,135,530,1031,118,64,,1770,152,596,1160,113,159
1481,78,1633,332,47,118,576,958,143,53,,1633,118,576,958,94,142
1482,68,1522,305,40,132,495,1121,151,52,,1522,132,495,1121,100,170
1483,70,1499,285,32,115,506,915,112,54,,1499,115,506,915,108,135
1485,69,1516,325,49,116,556,1021,90,45,35,1516,116,556,1021,102,155
1486,85,1514,328,38,164,495,1083,146,67,64,1514,164,495,1083,108,121
1487,95,1527,350,36,168,475,1096,79,62,56,1536,169,478,1103,74,125
1488,90,1567,318,45,155,512,1027,94,44,63,1567,155,512,1027,87,114
1489,92,1494,310,24,191,513,982,116,46,64,1494,191,513,982,101,158
1490,83,1441,269,32,134,485,978,102,44,59,1441,134,485,978,102,171
1491,96,1608,275,34,143,490,872,101,42,50,1608,143,490,872,84,135
1492,95,1494,261,68,59,482,513,212,,,6723,266,2169,2309,522,
1493,41,1490,176,54,5,186,578,,,,4023,14,502,1561,1015,86
1494,108,1188,338,0,0,270,945,,,,16038,0,3645,12758,716,
1496,93,1561,244,95,35,498,679,289,,,1653,37,527,719,291,120
1497,85,1367,224,85,18,467,586,196,,,1457,19,498,625,255,132
1498,24,1289,145,41,7,45,0,,,,4443,24,155,0,1506,
1499,79,1978,211,103,5,162,74,226,,,9710,25,795,363,1114,
1500,102,2004,258,39,12,165,156,168,63,,6012,36,495,468,978,
1501,89,1901,205,125,15,128,67,46,15,,5811,46,391,205,1281,
1502,105,1767,249,77,20,95,0,,,,4404,50,237,0,1092,
1503,71,1491,200,57,17,50,0,,,,3552,41,119,0,1253,
1504,92,1723,252,120,82,601,450,286,,,2131,101,743,556,555,
1505,41,1334,168,41,141,624,1003,60,49,,1351,143,632,1016,213,169
1506,51,1168,156,35,96,457,1078,41,52,,1168,96,457,1078,208,151
1508,50,1202,203,27,107,392,1129,28,42,,1202,107,392,1129,169,153
1509,66,1294,188,35,99,449,998,55,46,,1302,100,452,1004,160,172
1510,61,1288,178,23,83,362,981,58,44,,1288,83,362,981,157,147
1511,73,1252,178,30,81,379,1203,72,45,,1252,81,379,1203,133,142
1512,100,1311,184,41,109,527,1089,66,43,,1311,109,527,1089,122,146
1513,83,1358,211,42,120,684,1062,118,54,,1358,120,684,1062,124,136
1515,86,1198,182,32,109,612,1028,43,43,,1244,113,636,1068,120,127
1516,83,1353,199,24,86,543,810,27,22,,1361,87,546,815,127,141
1517,71,1286,183,22,96,597,735,43,23,,1286,96,597,735,158,150
1518,82,1430,217,34,101,501,805,32,26,,1430,101,501,805,151,144
1519,86,1334,198,34,102,561,797,66,58,,1334,102,561,797,131,116
1520,64,1319,227,30,88,529,887,98,81,,1319,88,529,887,134,132
1521,66,1332,227,47,86,549,829,100,77,,1332,86,549,829,132,160
1522,63,1399,255,41,74,498,817,135,79,,1399,74,498,817,140,168
1523,67,1407,218,41,61,501,840,158,99,,1407,61,501,840,154,132
1524,64,1365,214,55,90,478,948,162,66,,2147,142,752,1491,204,140
1525,65,1361,227,26,97,456,1005,137,58,,1361,97,456,1005,175,134
1527,90,1400,235,25,107,500,1001,149,54,,1400,107,500,1001,129,154
1528,98,1425,239,35,134,546,872,117,53,,1425,134,546,872,115,138
1529,108,1462,261,31,148,631,968,118,48,,1462,148,631,968,138,145
1530,92,1499,287,34,192,592,1012,159,49,,1499,192,592,1012,137,137
1531,101,1404,254,24,154,551,853,142,52,,1422,156,558,864,116,129
1532,87,1351,280,21,147,504,934,158,53,,1351,147,504,934,144,110
1533,91,1410,278,21,172,536,851,110,33,,1410,172,536,851,132,107
1534,77,1313,252,24,118,582,794,154,70,,1321,119,586,799,144,113
1535,72,1254,259,17,93,572,956,129,52,,1254,93,572,956,116,134
1536,59,1350,228,37,158,448,879,79,50,,1350,158,448,879,156,143
1537,79,1385,235,30,168,482,1157,36,37,,1986,241,691,1659,128,161
1538,78,1488,245,38,141,502,1118,65,44,,1674,159,565,1258,129,141
1539,71,1515,267,47,147,445,1069,97,48,,1515,147,445,1069,157,163
1540,88,1448,274,28,153,550,1029,97,74,,1448,153,550,1029,117,165
1541,88,1425,289,24,136,572,1049,62,46,,1425,136,572,1049,101,151
1542,96,1543,295,14,180,713,988,149,61,,1534,179,709,982,68,146
1543,94,1445,282,20,198,675,1037,66,46,45,1445,198,675,1037,118,121
1544,82,1361,273,18,147,545,1062,66,48,65,1361,147,545,1062,101,132
1545,75,1418,239,22,161,489,1050,88,42,63,1427,162,492,1057,145,139
1546,66,1325,264,24,125,492,1041,70,31,54,1333,126,495,1047,119,159
1547,71,1376,289,20,185,512,1159,107,23,61,1376,185,512,1159,137,144
1548,83,1421,279,32,175,486,1075,153,40,48,1421,175,486,1075,106,146
1550,91,1490,187,98,10,240,437,,,,2514,17,405,737,660,
1551,114,1593,235,97,33,307,477,,,,2412,50,465,722,668,
1553,64,1256,130,86,22,396,694,144,,,1507,26,475,833,654,
1554,54,1458,235,80,26,535,564,372,,,1776,32,652,687,765,
1555,61,1429,113,43,6,52,101,,,,4134,17,150,292,1374,52
1557,59,1547,237,126,39,490,504,222,,,1816,46,575,592,407,128
1558,87,1373,233,75,22,401,562,193,,,1660,27,485,679,319,105
1559,99,1453,209,98,29,335,588,175,,,1559,31,359,631,295,97
1560,77,1335,177,66,25,391,,217,,,1451,27,425,,319,96
1561,97,1453,178,83,18,355,,206,,,1559,19,381,,292,74
1562,77,1377,164,73,16,333,,225,,,1507,18,365,,368,86
1563,54,1252,149,53,14,303,,243,,,1317,15,319,,356,82
1565,94,1345,176,80,21,498,,309,,,1443,23,534,,307,102
1566,81,1464,203,102,27,525,,287,,,1560,29,560,,341,106
1567,53,1407,179,84,19,493,,263,,,1500,20,525,,401,82
1568,61,1241,166,48,9,573,662,218,,,1331,10,615,710,307,101
1569,74,1203,157,55,13,607,748,264,201,,1265,14,639,787,235,98
1570,74,1238,178,53,33,608,713,211,142,,1319,35,648,760,229,126
1571,84,1343,204,62,37,543,665,188,,,1413,39,571,700,230,125
1572,75,1298,182,55,29,525,566,144,,,1374,31,556,599,238,137
1573,79,1429,211,59,26,483,487,116,,,1882,34,636,641,212,180
1574,93,1486,225,57,52,450,558,118,,,1732,61,524,650,225,126
1575,100,1523,282,75,121,567,659,67,86,,1602,127,596,693,203,136
1576,104,1669,302,92,142,623,602,94,68,,1767,150,660,637,233,146
1577,99,1582,231,79,100,523,560,65,62,,1664,105,550,589,163,128
1578,104,1656,246,84,112,555,550,74,79,,1765,119,592,586,153,140
1579,95,1616,264,92,104,509,448,74,68,,1722,111,542,477,164,140
1580,73,1547,260,78,116,494,507,70,77,,1627,122,520,533,170,158
1581,96,1586,276,79,127,675,610,83,63,,1668,134,710,642,220,123
1582,116,1729,306,108,166,668,636,95,67,,1819,175,703,669,206,129
1583,106,1660,283,83,140,591,572,54,54,,1746,147,622,602,209,143
1584,93,1669,276,78,149,583,545,54,46,,1756,157,613,573,188,160
1587,113,1645,293,86,168,806,554,81,69,,1730,177,848,583,200,130
1588,98,1615,260,81,156,756,546,82,64,,1744,168,816,590,177,132
1589,99,1572,238,64,142,736,628,75,48,,1654,149,774,661,168,159
1593,106,1577,302,67,185,798,657,97,30,,1681,197,851,700,180,180
1594,114,1632,278,59,178,752,583,77,40,,1751,191,807,625,135,171
1595,93,1442,256,69,163,682,637,62,38,,1517,171,717,670,160,166
1596,106,1540,256,63,159,648,594,54,35,,1620,167,682,625,174,206
1597,108,1503,235,60,114,622,585,73,35,,1581,120,654,615,149,200
1598,103,1420,229,62,105,656,591,48,63,,1494,110,690,622,168,175
1599,87,1483,227,78,101,550,660,96,33,,1560,106,579,694,164,179
1600,86,1431,201,65,99,659,604,68,46,,1525,106,702,644,187,181
1601,92,1341,219,53,143,660,743,50,37,,1411,150,694,782,155,183
1602,102,1514,242,76,121,642,611,28,24,,1593,127,675,643,115,159
1604,102,1469,226,63,121,769,567,61,32,,1545,127,809,596,144,205
1605,103,1589,246,74,167,723,487,43,29,,1672,176,761,512,125,198
1606,103,1467,219,50,147,636,575,82,41,,1543,155,669,605,151,200
1607,100,1484,232,59,136,595,686,55,44,,1561,143,626,722,134,209
1608,106,1523,242,56,149,704,691,36,47,,1634,160,755,741,135,195
1609,108,1473,226,62,140,684,665,36,43,,1550,147,720,700,134,208
1610,101,1412,188,58,184,641,692,58,26,,1485,194,674,728,135,189
1611,102,1507,203,58,200,647,794,54,39,,1585,210,681,835,142,225
1613,97,1492,223,41,173,565,865,50,34,,1570,182,594,910,135,191
1614,83,1470,236,42,161,481,871,47,23,,1546,169,506,916,138,168
1615,102,1449,226,42,203,565,860,39,24,,1524,214,594,905,136,170
1616,109,1461,194,40,240,543,785,28,18,,1461,240,543,785,124,180
1617,96,1509,240,29,199,584,842,42,29,,1509,199,584,842,131,151
1618,105,1396,198,35,189,437,813,42,26,,1405,190,440,818,109,163
1619,99,1442,208,35,162,520,976,54,18,,1442,162,520,976,107,158
1620,77,1286,196,31,149,489,951,35,20,,1286,149,489,951,137,166
1621,71,1278,185,37,165,494,832,50,30,,1302,168,503,848,145,145
1622,72,1225,166,17,100,532,1043,63,37,,1225,100,532,1043,154,144
1623,83,1137,154,34,109,566,958,90,50,,1137,109,566,958,139,142
1624,80,1255,211,44,95,569,845,120,74,,1263,96,573,850,132,159
1625,93,1381,208,41,111,588,808,105,61,,1381,111,588,808,130,146
1626,82,1377,195,43,97,581,717,75,55,,1377,97,581,717,125,159
1627,83,1346,210,25,108,513,720,74,44,,1407,113,536,753,140,187
1628,80,1435,212,17,131,489,680,47,43,,1435,131,489,680,156,172
1629,89,1451,220,30,101,515,690,53,35,,1451,101,515,690,142,158
1630,84,1448,233,39,111,492,719,103,60,,1466,112,498,728,137,150
1631,99,1524,235,37,122,479,628,166,66,,1553,124,488,640,128,144
1632,100,1576,267,47,184,533,681,93,57,,1576,184,533,681,132,151
1633,99,1480,227,38,124,502,691,97,42,,1471,123,499,687,112,133
1635,103,1484,239,34,189,643,739,86,36,,1484,189,643,739,138,160
1636,89,1346,224,33,151,592,657,71,45,,2038,229,896,995,109,151
1637,79,1417,225,37,161,590,719,69,45,,1417,161,590,719,128,158
1638,91,1535,269,40,153,533,686,84,42,,1535,153,533,686,139,157
1639,87,1560,275,32,130,534,673,62,38,,1560,130,534,673,142,177
1640,98,1467,274,31,177,624,776,156,53,,1476,178,628,781,124,173
1641,90,1512,275,23,188,645,911,139,48,,1512,188,645,911,127,153
1642,89,1445,239,16,196,604,949,105,43,,1445,196,604,949,102,155
1643,86,1478,274,12,149,592,941,147,39,,1487,150,596,947,135,162
1644,74,1479,230,23,131,505,836,138,60,,1488,132,508,841,123,184
1646,71,1418,249,19,147,473,861,109,36,,1418,147,473,861,133,181
1648,88,1568,294,24,178,629,910,39,35,,1568,178,629,910,101,166
1649,100,1656,341,23,199,760,946,79,57,,2374,285,1090,1356,115,175
1650,89,1536,315,38,137,703,957,56,34,,1728,154,791,1077,82,136
1651,92,1621,293,28,162,632,909,96,46,,1621,162,632,909,91,146
1652,96,1636,325,23,161,676,954,99,58,,1636,161,676,954,105,156
1653,114,1625,290,31,207,653,1025,153,63,,1625,207,653,1025,98,146
1654,98,1568,302,36,193,718,978,104,57,,1568,193,718,978,111,130
1655,88,1551,296,25,206,635,1013,100,48,57,1561,207,639,1019,110,136
1656,96,1507,293,20,206,525,1048,163,54,65,1526,209,532,1061,110,134
1657,104,1550,316,12,224,644,1178,101,38,72,1560,225,648,1185,128,118
1658,101,1518,304,14,230,684,1042,98,33,81,1518,230,684,1042,114,126
1659,101,1483,281,20,242,670,982,84,33,80,1483,242,670,982,99,148
1660,95,1552,259,16,229,637,989,84,27,73,1552,229,637,989,95,151
1661,97,1608,327,21,210,649,1053,139,35,72,1608,210,649,1053,104,145
1662,88,1678,285,104,42,359,410,206,,,1999,50,428,488,394,111
1663,99,1631,280,80,45,409,349,239,,,1943,54,487,416,317,89
1664,90,1483,272,82,38,322,616,188,,,1780,46,386,739,260,79
1665,87,1358,211,83,33,336,649,147,,,1457,35,360,696,268,72
1666,101,1434,280,56,26,412,,208,,,1570,28,451,,290,104
1667,87,1347,238,55,36,430,,184,,,1505,40,480,,298,96
1668,98,1423,249,48,25,429,,153,,,1590,28,479,,294,75
1669,72,1198,194,53,22,390,,123,,,1268,23,413,,288,72
1670,101,1331,197,93,22,427,,217,,,1409,23,452,,259,97
1671,110,1483,206,113,21,442,,224,,,1602,23,477,,248,126
1672,108,1652,254,100,38,455,,242,,,1772,41,488,,245,107
1675,106,1484,176,85,31,581,551,246,200,,1582,33,619,587,227,124
1676,46,1283,195,77,17,465,676,135,95,,1367,18,496,720,360,126
1677,38,1283,179,69,20,430,668,160,,,1358,21,455,707,330,133
1678,58,1372,187,66,18,461,550,119,,,1453,19,488,582,266,112
1679,66,1315,157,56,28,434,614,105,,,1664,35,549,777,289,172
1680,42,1338,203,82,41,404,654,119,,,1548,47,467,757,297,111
1681,50,1393,231,52,46,371,624,53,70,,1465,48,390,656,281,133
1682,56,1585,271,68,87,449,598,72,58,,1678,92,475,633,293,152
1683,68,1482,241,66,117,460,622,63,66,,1559,123,484,654,229,125
1684,74,1500,244,68,56,474,551,77,66,,1599,60,505,587,240,135
1685,76,1555,268,63,67,399,514,84,70,,1657,71,425,548,193,167
1686,94,1768,318,84,81,483,460,71,63,,1884,86,515,490,228,158
1689,104,1631,342,79,94,564,468,62,51,,1727,100,597,496,194,131
1690,112,1662,311,82,132,586,475,66,41,,1795,143,633,513,160,126
1691,107,1655,336,78,131,630,559,50,35,,1741,138,663,588,153,127
1692,114,1646,331,68,126,563,579,27,25,,1754,134,600,617,149,161
1693,99,1689,319,55,181,681,663,40,24,,1777,190,716,697,129,149
1694,85,1630,320,60,149,671,663,36,36,,1749,160,720,711,218,130
1695,73,1610,255,54,156,530,631,62,38,,1739,168,572,681,212,179
1696,63,1598,264,48,122,516,655,47,38,,1737,133,561,712,205,163
1697,56,1528,254,64,76,555,625,62,46,,1618,80,588,662,220,161
1698,58,1500,298,64,101,625,598,102,51,,1609,108,671,642,212,161
1699,56,1503,259,66,104,645,629,69,56,,1602,111,687,670,217,127
1701,57,1463,255,56,110,585,690,50,35,,1539,116,615,726,250,138
1702,67,1505,252,73,89,604,619,28,38,,1583,94,635,651,210,158
1703,58,1383,224,48,35,463,515,46,47,,1455,37,487,542,198,130
1704,52,1282,183,46,27,452,489,58,44,,1349,28,475,514,170,156
1705,76,1435,178,49,38,444,515,44,34,,1510,40,467,542,183,134
1706,56,1401,217,40,36,485,500,27,49,,1513,39,524,540,164,173
1707,52,1385,231,54,42,507,625,41,32,,1457,44,533,657,176,148
1709,88,1415,243,49,72,764,550,42,34,,1489,76,804,579,119,189
1710,85,1400,225,52,86,824,519,38,26,,1473,90,867,546,147,228
1711,55,1432,215,56,105,721,519,44,26,,1506,110,758,546,163,219
1712,74,1453,276,45,107,712,594,49,38,,1528,113,749,625,142,215
1714,62,1471,216,40,122,524,633,43,25,,1547,128,551,666,143,169
1715,54,1292,201,43,99,530,712,32,31,,1359,104,558,749,175,171
1716,66,1467,199,48,127,487,763,23,38,,1543,134,512,803,154,183
1718,62,1336,206,42,176,385,805,37,29,,1415,186,408,852,132,172
1719,77,1364,206,53,145,475,786,23,38,,1435,153,500,827,131,175
1720,69,1455,243,45,123,506,821,36,25,,1531,129,532,864,167,164
1722,61,1350,217,47,91,584,777,58,22,,1358,92,588,782,175,161
1723,72,1467,220,58,116,556,803,76,21,,1467,116,556,803,132,131
1724,73,1356,225,38,95,529,829,47,26,,1356,95,529,829,124,131
1725,57,1321,216,29,166,548,1104,34,20,,1321,166,548,1104,154,152
1726,59,1294,186,59,110,521,1020,110,51,,1294,110,521,1020,139,142
1727,75,1275,215,57,71,426,994,134,51,,1291,72,431,1006,141,156
1728,62,1252,213,50,69,455,1025,133,59,,1260,69,458,1031,133,121
1729,82,1300,192,40,94,472,1022,147,61,,1300,94,472,1022,145,136
1731,89,1338,208,24,171,584,977,131,68,,1338,171,584,977,141,152
1732,102,1392,196,25,161,545,1024,80,53,,1401,162,548,1030,118,158
1733,97,1304,204,30,140,484,926,91,50,,1363,146,506,968,136,153
1734,94,1431,216,28,147,595,919,128,57,,1431,147,595,919,137,170
1735,90,1315,205,37,132,568,876,164,93,,1315,132,568,876,141,154
1736,98,1376,220,33,151,609,846,183,82,,1376,151,609,846,143,140
1738,63,1292,177,37,118,519,916,177,90,,1300,119,522,922,191,137
